name,user rating,user review,is_valid,negative,neutral,positive,compound
Palm Springs,3.5,time loop excellence. this would pair really well with happy death day,True,0.174,0.358,0.468,0.762
Night Moves,3.5,"“you said no one would get hurt”
as far as the premise and pacing goes, this is easily one of the most accessible additions to reichardt‘s filmography. and still, i don’t think i’d recommend it over most of her other films. her narratives thrive best with more wide open space to keep things as atmospheric as possible. this is sparsely thrilling and and will probably grow on me with time, but i feel like i’ll be returning more often to the others",True,0.018,0.854,0.128,0.8294
River of Grass,3.0,"“too much daydreaming left me blue”
feels a little like kelly reichardt‘s pulp fiction moment for better or worse, but i’m glad her films only grew softer and more thoughtful later on. she truly is a quintessential american director",True,0.041,0.656,0.303,0.9216
The Big Lebowski,4.0,yeah... well... you know... that’s just like uh... your opinion man,True,0.0,0.541,0.459,0.7003
The Blair Witch Project,5.0,"“you going to write us a happy ending, heather?”
finally raising my rating to 5 stars because found footage horror begins and ends here. this is literally the blueprint and i don’t think anything will ever top this super specific kind of scary",True,0.13,0.687,0.183,0.4464
But I’m a Cheerleader,5.0,"the way this is only getting better with age... like fine homosexual wine
(ahhhh also earlier this week i wrote a list for variety and this movie is on it in case you wanna check it out)",True,0.0,0.825,0.175,0.7351
Crip Camp: A Disability Revolution,5.0,“and i would appreciate it if you would stop shaking your head in agreement when i don’t think you understand what we are talking about”,True,0.127,0.682,0.192,0.4588
Buffaloed,4.0,"'fine. i hate that word, fine is like mediocrity's dumb cousin'
a strange mix of election and the wolf of wall street, and a much better time than the big short. zoey deutch really has the ability to turn every good movie great, and hearing a needle drop of vivaldi's four seasons summer presto kind of made me bump up my rating. why lie?",True,0.132,0.643,0.225,0.7693
Scott Pilgrim vs. the World,5.0,"not to say, in writing here on letterboxd.com, that this is the best movie ever made, but it would appear that in fact this is the best movie ever made",True,0.0,0.769,0.231,0.8555
E.T. the Extra-Terrestrial,4.0,that terrestrial sure was... extra,True,0.0,0.635,0.365,0.3182
The Watermelon Woman,3.5,"'it means hope, it means inspiration, it means possibility. it means history'
i could watch hours more of this. insightful and delightful",True,0.0,0.653,0.347,0.8779
World of Tomorrow,5.0,“but i loved him... as though we were originals”,True,0.0,0.672,0.328,0.5994
Clueless,5.0,one day soon i’m going to write a list of my top 100 favorite clueless quotes ranked by how funny they are. but today is not that day,True,0.056,0.772,0.172,0.3818
Shirley,4.0,"“you could run, run fast away from me but you don’t. why don’t you? why do you stay?”
sometimes the strange bonds we find ourselves ensnared in can free us, change us. this might be less about the bond itself and more about the abstract changing, but it’s fascinating either way. the porch swing scene might be the best of the year so far. i know what i’m about",True,0.027,0.787,0.186,0.9447
Parasite,5.0,"“lemons into lemonade”
anyways, when you guys are eating the rich, which condiment are you choosing? i’m a ketchup girl myself",True,0.0,0.847,0.153,0.5574
13th,4.5,"this week i’ve been thinking a lot about ways in which i could help. i can’t do or give as much as some can, but i do have this platform on a site that i dearly love, and i intend on using it for a moment to try and help:
here is a great resource of blm information and places to sign and donate overall to learn more and help. here is a google doc link to many petitions, places to donate, and even numbers and emails. this is a site where you can split donations among up to 60 different bail funds for protesters, other services and centers. this fund helps black trans protesters with resources, medical care and bail. and here is a link of funds that reclaim the block would like people to check out and donate to because they’ve gotten so many donations 
finally, i just donated to the disability justice mutual aid fund in honor of my upcoming birthday if anyone would like to donate what you can or simply share the link on social media. here is a tweet with more donation info for that fund
i’m going to leave the comments section open to anyone for the moment if you’d like to use this space to post links to more petitions, funds and resources. i’ll try to monitor the comments myself in hopes of keeping it a respectful and resourceful space. sending love to you all, please be safe",True,0.032,0.727,0.241,0.9969
Sarah Silverman: A Speck of Dust,,"“i want my face on money, i really do. i feel like i deserve… i want my face on money, period”",True,0.0,0.779,0.221,0.4767
Hannah Gadsby: Douglas,,did some research and found that nothing is funnier than hannah gadsby going off about art history. you’re just gonna have to trust me on this one because i ran the facts and figures,True,0.06,0.852,0.088,0.2598
Orlando,3.5,the absolute flex of writing this classic because of a love affair with vita sackville-west... exactly virginia,True,0.0,0.792,0.208,0.6369
The Passion of Anna,4.0,i don’t know how exactly to talk about this one but girl i am living. liv ullmann is kind of the greatest actor of all time,True,0.0,0.812,0.188,0.7783
National Treasure: Book of Secrets,4.0,"i’ve been trying to finish this rewatch for over a week now which really sums up how my quarantine is going. also, these two movies were cinematic nirvana when i saw them in theaters as a kid and that feeling never went away. who wants to go treasure hunting with me when this is all over?",True,0.0,0.936,0.064,0.4019
Nimic,,i BELIEVE in mimic supremacy,True,0.0,0.769,0.231,0.0516
Mean Girls,5.0,i still remember the specific feeling of being 10 years old and watching this for the first time. i thought “this is the best movie i’ve ever seen in my life” and that’s still true,True,0.0,0.79,0.21,0.8176
Cléo from 5 to 7,3.5,"'i think my fear is gone. i think i'm happy'
now i'm left longing for something i can't quite put my finger on. if i'm currently opening a new tab just to look at paris on google maps... mind your business",True,0.093,0.826,0.08,0.1027
The Assistant,4.0,"'listen, honestly... what do you want from me?'
so potent and unsettling. paints an increasingly anxious picture with so little detail provided",True,0.079,0.751,0.17,0.3182
The Half of It,3.0,she's a cute girl. also: himbo rights,True,0.0,0.667,0.333,0.4588
Diabolique,3.5,"that moment when you, a queen, come across another queen, and discuss how best to maximize your joint slay",True,0.0,0.811,0.189,0.6369
You Were Never Really Here,5.0,"about as close to perfect as a film can get, i think",True,0.0,0.748,0.252,0.5719
Morvern Callar,4.0,this is definitely a new favorite. no one else is doing it like lynne ramsay,True,0.103,0.514,0.383,0.7184
Never Rarely Sometimes Always,4.0,"“what’s wrong?”
“girl problems”
so special. it’s sparse in just the way it needs to be, the silence carrying us along with it. quiet despair is just the routine for so many, and this shows it with so much empathy that it made my heart ache. ugh",True,0.134,0.732,0.134,0.2479
Jenny Slate: Stage Fright,,that’s my emotional support comedian,True,0.0,0.225,0.775,0.7096
Vita & Virginia,4.0,"“how little we know anyone. only movements. gestures. nothing connected... continuous... profound”
two things are true: yes, i needed a good cry. and yes, this is now an emotional support movie of sorts for me, whether i like it or not. sometimes the quality of the content doesn’t matter except for how it makes me feel, and being able to fall back on that reliable feeling i’ve found in a film definitely has irreplaceable value. also i think this has one of the most fascinating scores i’ve ever heard, it completely changes the experience from something that should have been typical into something completely fresh. for some, i know it threw them off, but it only amplifies everything in the film for me. i’m obsessed",True,0.03,0.805,0.165,0.8858
Gangs of New York,3.5,"when i was little, my mom probably watched this half a hundred times. i’ll never get the war music out of my head for as long as i live",True,0.0,0.899,0.101,0.4847
Vivarium,2.5,"a really really long episode of the twilight zone. also, if i ever in my life decide to live in the suburbs, please remind me of this movie and then slap me across the face. thanks",True,0.0,0.829,0.171,0.7003
Crip Camp: A Disability Revolution,4.5,"“we, as disabled persons, are here today to ensure for the class of disabled americans, the ordinary daily life that non-disabled americans too often take for granted: the right to ride a bus or a train, the right to any job for which we are qualified, the right to enter any theater, restaurant, or public accommodation. the passage of this monumental legislation will make it clear that our government will no longer allow the largest minority group in the united states to be denied equal opportunity. to do any less is immoral”
i don’t like to slap this label on things unless they feel truly special, but this is essential viewing. i owe these people more than i’ll ever know",True,0.038,0.84,0.122,0.7825
The Twilight Saga: Breaking Dawn – Part 1,2.5,this was horrible. i loved it!,True,0.299,0.342,0.359,0.1759
The Twilight Saga: Eclipse,1.5,i can’t believe when stephanie was writing the twilight trilogy she stopped at the beginning of the third book and said “WAIT! I NEED TO SQUEEZE IN MORE LOVE TRIANGLE!” thus eclipse was born. these are all facts. she told me herself,True,0.039,0.826,0.135,0.7679
High School Musical,2.5,social distancing day 6: breaking free gave me goosebumps during this viewing,True,0.0,0.769,0.231,0.5106
A Bigger Splash,3.5,yes this was a thirst watch. what am i gonna do? deny it?,True,0.146,0.668,0.186,0.168
Ghost World,5.0,"“medium? why sir, do you not know that for a mere 25 cents more you can purchase a large beverage? and you know, i’m only telling you this because we’re such good friends. medium is really only for suckers who don’t know the concept of value”",True,0.067,0.812,0.12,0.4208
Contagion,4.0,i guess it really DO be like that sometimes 😳🥵,True,0.0,0.813,0.187,0.4144
Rififi,3.5,this movie was really good but i have to talk about the old guy during the discussion in the theater afterwords who didn’t understand how foreign language films and subtitles worked and it had to be EXPLAINED to him. he was like “did they remake it for american audiences? but how are we understanding what they’re saying? it’s not in english?”,True,0.0,0.909,0.091,0.7083
Cinema Paradiso,4.0,"“whatever you end up doing, love it”
a movie about movies making me cry at 5:30 in the morning... silly behavior! but this is who i am",True,0.068,0.8,0.131,0.2244
Little Miss Sunshine,5.0,"“everybody just pretend to be normal”
one of my all time favorites, and it never gets old. this is one of the examples i always reference when asked about my favorite dialogue in film",True,0.037,0.812,0.152,0.6597
Inception,5.0,"“i don’t like trains”
maybe nolan will always have me by the neck. and i think that’s valid",True,0.0,0.872,0.128,0.3612
Fighting with My Family,3.0,goth florence pugh 😍🤲,True,0.0,0.75,0.25,0.4588
The Lodge,5.0,"“you have nothing to be scared about”
paralyzing and agonizing. i’ve been considering my rating all day, but i just realized there wasn’t a single second of this that i wasn’t completely at its mercy, staring helplessly at the theater exit sign and wishing i didn’t have to endure what came next. i haven’t felt this truly, achingly scared in a long time. what a glorious nightmare",True,0.108,0.683,0.209,0.8677
Punch-Drunk Love,4.5,yes GOD... ok paul does have the range,True,0.0,0.393,0.607,0.7739
The Dark Knight,5.0,the best superhero movie ever made. period,True,0.0,0.588,0.412,0.6369
The Ladies Man,3.5,my dad’s very specific kind of humor suddenly makes much more sense,True,0.0,0.859,0.141,0.204
Before Sunrise,5.0,"“but isn't everything we do in life a way to be loved a little more?”
love is a lie but also the only thing that matters. ANYWAYS..... jesse and celine are top shelf heterosexuals",True,0.0,0.784,0.216,0.74
The Irishman,3.5,"best picture showcase: film #9 (sort of)
“i picked us over him”
much more tangible on rewatch, this grows on me the more i think about it. marty really was wild for that runtime though",True,0.0,0.89,0.11,0.6369
Parasite,5.0,"best picture showcase: film #7
“it keeps clinging to me”
still absolute FIRE. if this doesn’t win best picture there’s no hope left for hollywood",True,0.147,0.53,0.323,0.8253
Once Upon a Time… in Hollywood,2.0,"best picture showcase: film #6
“i’m as real as a donut”
not as bad now that the initial disappointment wore off, but i still don’t like it. it’s less of a film and more of a boner for hollywood nostalgia. toronto’s weakest film for sure",True,0.117,0.692,0.19,0.481
Jojo Rabbit,3.0,"best picture showcase: film #5
“be the rabbit”
too many tonal shifts for me to connect with. definitely not a bad movie, but for me the jokes rarely land and the sentiment also feels a little forced. still a very decent time though",True,0.071,0.753,0.176,0.513
Brief Encounter,4.0,"“i’ll forgive you if you’ll forgive me”
love really is so universal, isn’t it?",True,0.0,0.567,0.433,0.8126
Shadow of a Doubt,3.5,the stoker vibes.... yes yes yes,True,0.0,0.27,0.73,0.7964
Marriage Story,4.5,"best picture showcase: film #4 (kinda)
“this is a street fight now”
i still find this captivating. the script is so interesting within the subject matter and i’m drawn in every time. glad this is a definite win for me this year, even if it’s not (understandably) for everyone",True,0.042,0.674,0.284,0.9336
Little Women,3.5,"best picture showcase: film #3
“why be ashamed of what you want?”
did much more for me a second time, like revisiting old friends. i definitely see the value now, even if it’s still not fully for me",True,0.062,0.64,0.298,0.8957
Joker,0.5,"best picture showcase: film #2
“don’t you have to be funny to be a comedian?”
rancid and vile, a rotting carcass. has no true direction and nothing interesting to say. for a comic book movie, it’s a nightmare, and as a real film, it’s a joke. it would be different if it had clear drive behind it (demented as he is, even someone like lars von trier has unique style, for better or worse) but this thing is a hollow shell. to me this means nothing, and is nothing, and i couldn’t care less",True,0.094,0.759,0.148,0.7008
Ford v Ferrari,3.0,"best picture showcase: film #1
“the only question that matters: who are you?” 
men be driving cars super fast. and that’s all i have to say about that",True,0.0,0.731,0.269,0.8481
Us,4.5,"the best horror movie of 2019, hands down",True,0.266,0.432,0.302,0.128
The Turning,1.0,"SO many bad things i could say about this, so let me focus on the positive: it features a soccer mommy song. thank you",True,0.142,0.665,0.193,0.1594
Portrait of a Lady on Fire,5.0,"“but i also felt your absence”
means so much to me now in so many ways that i can barely express it anymore. very often i just can’t find the words. i’m so thankful i have this",True,0.0,0.884,0.116,0.6948
Knives Out,4.5,"rewatched with commentary which was so insightful and fun to experience in a theater. also, all the toni collette scenes get better every single viewing. the part where she tries to pull jamie lee into a dance made me laugh so hard this time that i choked on popcorn",True,0.084,0.745,0.17,0.7267
American Honey,5.0,starting the new decade right. hopefully i can make the most of this one,True,0.0,0.828,0.172,0.4019
Give Me Liberty,3.0,"“i depend on you”
way too scattered for me to fully love, but still kind-hearted at the core. i would have preferred more of a look at the bond between the two leads, but i also see the appeal of involving so many kinds of characters. lauren spencer is maybe my favorite breakout performance of the year now, and ending a movie with bon iver gets me every time",True,0.0,0.909,0.091,0.7748
Luce,4.0,"“it’s not that simple”
“nothing ever is”
handled with delicate complexity that left me questioning every word and every glance. not much is answered, but it doesn’t matter anyways. what’s more important is the perception of identity and what it means to be good or bad. and how there’s barely an in between. this was sensational",True,0.092,0.774,0.134,0.1753
Little Women,3.0,"“there are some natures too noble to curb and too lofty to bend”
i’m on the outside looking in. i felt so much while watching this, crying a lot and smiling even more. not bold enough to wow, but comfortable enough to settle into. i liked that. but just as i felt with lady bird, that feeling disappeared into the fog when it ended, shattering the daydream and leaving me all but comforted by the experience. while viewing i saw warmth, care, and even skill fill up every corner, but hours of reflection and i can’t quite recall what it all felt like. it doesn’t feel tangible anymore, it feels almost generic, and lifeless. a ghost of what it was. i’m mostly alone in this, and that’s ok. i just don’t think greta’s brand is for me. this rating is probably going to fluctuate as i keep reflecting, so don’t hold me to it",True,0.065,0.762,0.173,0.967
Uncut Gems,4.5,"“that’s all the gem. that’s all the gem”
i’m so full of adrenaline that i don’t know what to do with it all. this was like a slow acting virus that crept up on me, i didn’t realize what it was doing until it was too late. the last act has to be one of the best of the year. fuck. i need to collect myself",True,0.048,0.861,0.092,0.4939
Home Alone 2: Lost in New York,4.5,merry christmas ya filthy animal,True,0.0,0.533,0.467,0.5423
Cats,0.5,i’m gonna be really honest with you guys... this was the most fun i’ve ever had in my entire life,True,0.0,0.715,0.285,0.8012
Black Christmas,2.0,i literally don’t know what to make of this but even with that it’ll still probably be my favorite thing i see this weekend,True,0.0,0.852,0.148,0.6124
Dark Waters,3.5,this was so good except for the guy next to us literally sucking on his candies so loud and humming and coughing. please go back home and watch bonanza or something sir,True,0.0,0.832,0.168,0.722
Portrait of a Lady on Fire,5.0,"“not everything is fleeting. some feelings are deep”
i finally figured it out. many times when i watch a new favorite film, it adds something to my life, a new, additional piece of me. with this, it calmly settles down in a special empty space in my heart, an emptiness that’s been eagerly waiting for it to come along. it makes me feel more complete. going forward, i’m thankful i get to carry this with me now. it fits so naturally that it feels like it’s always been there, and now it always will be",True,0.042,0.77,0.188,0.946
A Beautiful Day in the Neighborhood,3.0,"a strange mix of such profound truth and mundane mediocrity. the central plot could have been about any person and any family, but that kind of feels like the point, because mr rogers cared so much about anyone and everyone. but that doesn’t make it any less dull. moments here will stick with me, but otherwise it lost me",True,0.124,0.751,0.124,0.2475
Queen of Hearts,4.0,"“sometimes what happens and what must never happen are the same thing”
twisted and heavy. there are moments here that had me arguing with my tv, and some moments that i considered shutting the damn thing off. but to make a film that is simultaneously so pretty and so ugly... sheer brilliance",True,0.13,0.7,0.17,0.6889
Knives Out,4.5,"the audience was dry as hell this time around and hardly laughed at ALL! but if i have to laugh alone, so be it! i know what i‘m about. also, this just might be the best crowd pleaser that’s been released in YEARS",True,0.09,0.627,0.283,0.9244
Harry Potter and the Prisoner of Azkaban,5.0,"my family: happy thanksgiving! we are watching sports
me, remote in hand: oh honey, not when this is on we’re not",True,0.0,0.725,0.275,0.8016
The Irishman,3.5,"“would you like to be a part of this history?”
i sometimes had no idea what was going on from scene to scene, but in scope i was always on board. it’s a lot to digest but i can’t say i didn’t kind of love that about it",True,0.03,0.838,0.132,0.7587
And Then We Danced,4.0,"AFI 2019: film #7
“you can take it. i don’t need it anymore”
this was so graceful and full of life, radiating a contagious energy that hooked me immediately. one of the cinematic highlights of the year for so many reasons and such a good close to this fest for me",True,0.041,0.807,0.152,0.7555
Corpus Christi,3.5,"AFI 2019: film #6
“help me become humble”
as bleak as it is uplifting, the plot was pleasantly complex and had a lot of depth. i have a feeling that i’ll be thinking on this one for a while",True,0.0,0.889,0.111,0.5574
Romantic Comedy,3.0,"AFI 2019: film #4
“we all want to be loved”
a fun and insightful watch but full of points i’ve thought of myself or heard many times before. it did remind me how much i love the sweetest thing, though",True,0.0,0.803,0.197,0.8442
"Anne at 13,000 Ft.",4.0,"AFI 2019: film #3
“what is wrong with you?”
unsettlingly familiar and handled carefully, this was enthralling for me. people who won’t relate to it might not find as much worth here, but the stunning lead performance front and center demands attention nonetheless",True,0.043,0.827,0.129,0.4678
The Truth,3.0,"AFI 2019: film #2
“you can’t trust memory”
this specific kind of french movie is never really for me, but i did enjoy this the entire run time",True,0.0,0.801,0.199,0.7543
Portrait of a Lady on Fire,5.0,"AFI 2019: film #1
“is that how you see me?” 
remarkable in its simplicity. this truly is a fairly tale and a love story, and nothing in either genre has ever moved me quite like this has. i’m just so incredibly grateful and relieved that it exists at all, and i can’t even fully express how much i love it",True,0.0,0.683,0.317,0.9766
Doctor Sleep,3.5,"danny:
rose: in case you haven’t noticed? i’m weird. i’m a weirdo. i don’t FIT in. and i don’t... WANNA fit in. have you ever seen me without this stupid hat on? THAT’S WEIRD",True,0.157,0.633,0.21,0.5236
Autumn Sonata,4.5,"“a mother and a daughter. what a terrible combination of feelings and confusion and destruction”
gut-wrenching. amplified the deep pain of my mommy issues tenfold. i will say that i wish the helena character and storyline had been given a little more attention and care, but i don’t really feel like getting into that right now. otherwise, this is singularly brilliant",True,0.08,0.742,0.178,0.8462
World of Tomorrow,5.0,"“it will be a beautiful visit, and then we shall share the same fate as the rest of the human race: dying horribly”",True,0.0,0.775,0.225,0.7269
Zombieland: Double Tap,3.0,zoey deutch said y’all mind if i uhhh save the movie,True,0.0,0.758,0.242,0.4939
Zombieland,4.0,this is what emma won the oscar for,True,0.0,0.654,0.346,0.5719
Jenny Slate: Stage Fright,,“i’m talking about a house that’s like PUMPIN’ with apparitions like truly TEAMING with ghosts like dead people that are like I HAVE A MESSAGE AND I WANT TO SEND IT AND I’M SENDING IT NOW like it’s the SCARIEST fucking place in the world no holds barred these ghosts are HAPPENING”,True,0.097,0.642,0.26,0.8374
Marriage Story,4.5,"CIFF 2019: film #8
“i’m sorry”
“me too”
an absolute stunner. every line was written with care to seamlessly blend comedy and tragedy together. it sometimes comes off as almost too polished (that SCORE!) but grounds itself once again in the realism of how fast things can go from bad to worse. adam driver is particularly good, but my favorite performance has to be laura dern, getting to stretch her legs here with material much better than what big little lies season 2 gave her
a few key scenes in this are so dramatic that the outcome with these skilled actors going toe to toe is almost unbelievable. the calm always returns, but the thunderous dialogue is still ringing in my ears. this isn’t my favorite film of the year, but i have to admit that it’s pretty fucking close",True,0.086,0.733,0.181,0.9353
The Vast of Night,3.0,"CIFF 2019: film #7
“this is good radio”
eerie and alluring, the dialogue is fast paced and energetic until it flows into lengthy tracking shots that really work for the mood. i do feel the need to deduct half a star for the overlong monologues, i originally thought it served the film but they feel too self indulgent for no reason. but this is still so cool and worth checking out, i was on board the whole time",True,0.052,0.826,0.122,0.7255
The Lighthouse,2.5,"“the light belongs to me”
i was so ready to get into this but eventually i asked myself... what was the reason? confusing with no purpose and not even shocking enough to keep me involved. it’s atmospheric and bold and has incredible depth in the eyes of some, but apparently not for me. i did however enjoy the style enough to appreciate how well it was made",True,0.062,0.71,0.228,0.9295
Parasite,4.5,"“i just feel comfortable here. it feels like i was born here”
i can’t stop watching this. bonghive let’s GO!",True,0.087,0.672,0.241,0.5983
Stalker,4.0,"“this is the most important moment in your life”
much too much to unpack after a long day like today, but i’ll definitely be ruminating over this for a while. the 35mm was absolutely stellar though",True,0.0,0.828,0.172,0.7047
Jenny Slate: Stage Fright,,"“have you ever seen a woman flirt with 400 people before?”
jenny slate is #1. naturally the funniest person alive and #2. too good for captain america",True,0.0,0.725,0.275,0.8442
The Double Life of Véronique,5.0,"“it’s as if i were grieving”
a little while ago i finished watching this on a train and immediately dozed off. and the next time i opened my eyes, the elderly couple sitting across the row from me had been replaced with a new, younger couple. just staring at me
i can’t really describe the kind of melancholy this movie fills me with, but it was so strong that i’ve put off rewatching for a while now, despite desperately wanting to. and yet today i pressed play without question. this will stick with me forever, i think",True,0.02,0.871,0.11,0.892
Hail Satan?,4.5,"“we are what we believe”
absolutely vital for anyone with critical thinking skills and a beating heart. i can’t get over this. who’s trying to take a shared lyft to the satanist temple meeting with me",True,0.049,0.657,0.294,0.9117
A Nightmare on Elm Street,0.5,rooney sweetie i am so sorry,True,0.195,0.447,0.358,0.3525
Jojo Rabbit,3.5,"CIFF 2019: film #4
“she doesn’t want to talk to me”
“well... you are a nazi”
very worthwhile, but the tonal shifts are somehow too sharp and also too mild simultaneously. this feels like it was missing an element or two. but it’s a difficult topic to spin into a comedy and also show immense and genuine empathy for, and taika did it much better than most could have",True,0.074,0.762,0.164,0.7428
Parasite,4.5,"“i don’t trust anyone now”
so original on every level and turns sinister so slowly that it was still shocking a second time. one of the best of the year, but you probably already knew that",True,0.102,0.737,0.16,0.3497
Charlie’s Angels: Full Throttle,5.0,maybe it was too ahead of its time for certain people,True,0.0,0.826,0.174,0.2732
Varda by Agnès,3.5,"CIFF 2019: film #3
“nothing is lost, everything transforms”
so magical, everything she has to say is so vital and told with so much warmth. i’ll surely love this even more when i watch more of her filmography",True,0.047,0.68,0.273,0.8989
Babyteeth,2.5,"CIFF 2019: film #1
“this body, it’s too much”
too all over the place tor me to take in all at once. very realistic in that sense, but it feels like too much and can’t decide which story it wants to tell most. eliza is magnetic, but otherwise this never quite hit the mark for me",True,0.0,0.944,0.056,0.5023
Frances Ha,4.5,lucy dacus was right when she tweeted “friendship 🤝 is sacred 🙏 the highest ⬆️ form of love 💞”,True,0.0,0.833,0.167,0.6369
Joker,1.5,"“i don’t believe in anything”
surface level fare for audiences that crave some shock value but aren’t willing to go looking for something better, or deeper. i didn’t feel much of anything the entire duration, indifference turning to eventual boredom. the last act definitely gave me something more to work with, but by that point i’d already lost all interest and just wanted to get out of there. joaquin is always good at playing unhinged, sure, but i’d pass on this performance any day of the week for you were never really here or even the master. the former film has what this never could: nuance, intrigue and something to say",True,0.069,0.763,0.169,0.9337
Hail Satan?,4.0,"“if you’re godless, free thinking, and a rebel, then you are a satanist in the eyes of many in our community and society, and certainly by people in your government. whether you like it or not”
completely captivated and fascinated by this, and it made me laugh harder and more genuinely than most anything i’ve seen all year. y’all mind if i start hailing satan?",True,0.021,0.747,0.233,0.9473
Thelma,5.0,"“if this is painful, try not to block it out. is there someone special?”
she used to believe in god, and now she is one. this is my lady bird",True,0.084,0.785,0.131,0.1546
The Slumber Party Massacre,3.0,"the girls at this slumber party: let’s try not to get murdered 
me last weekend at my last slumber party after one shot of grey goose: i just don’t know what i’m doing with my life 😔 now let’s yell about the state of american politics for a while",True,0.0,0.798,0.202,0.8561
The Secret Garden,4.5,“i'm going out in my chair. if the fresh air agrees with me... i may go out every day” me when i leave my house,True,0.044,0.806,0.15,0.4404
Hustlers,4.5,"“stand in the corner, or get in the ring”
can’t even remember the last time i had so much fun in a theater. a movie about j-lo and her daughters scamming money from men can be so personal sometimes",True,0.0,0.914,0.086,0.5542
Your Girlfriend,,"some really quietly affecting work from my dear friend jacob. this one is introspective and soft, and definitely his most mature short film yet. a muted look at the way people drift in and out of our lives, and how sometimes they’re called back to our minds even if we haven’t thought about them for a while. and i was lucky to be an advising editor and help out with the poster as well, it brings me immense joy and pride to see jacob’s work come to life every time. you can watch the short film here",True,0.0,0.776,0.224,0.9732
Hustlers,4.5,"“we were fucking hurricanes, weren’t we”
not a joke in the slightest: this is one of the best films of the year. a movie with a premise like this could have been made in a million horrible ways, but this is a perfect example of how good something can be when treated just right. it’s engaging from the first scene until the cut to black. everyone is a star player, j-lo is ridiculously great and even cardi b and miss riverdale bring comedic moments that land every time. and the whole thing is tied up in a plot so warm that i’m genuinely taken aback. you have to see this thing for yourself",True,0.081,0.714,0.205,0.9659
The Death & Life of John F. Donovan,3.0,"“it was the only connection i had with the life i dreamed of”
...they had us in the first half, i’m not gonna lie. this was so close to being... something. but by the second hour it lost ground fast, unraveling somewhere between kit’s inability to act and the muddled plotlines... oh well. but i’ll always stand by xavier and his ambitious music and editing choices. my kryptonite every time",True,0.082,0.832,0.086,0.0772
The Farewell,4.5,"“be good, my child”
so genuine and caring that it feels like being hugged. i’m just gonna keep rewatching this until i have it memorized, i think",True,0.0,0.665,0.335,0.8901
Vita & Virginia,4.0,"“i feel as if a dark pool of sticky water were closing over me. it’s that you’re not here”
frustrating that this is both so sharp and muddled in approach: i can’t love its faults, but i so love the tenderness found buried beneath, and it called me back. the music is so enchanting, and the rhythmic love letters bouncing back and forth create a rich dialogue, but it’s still all kept at arms length somehow. in the brief moments of clarity however, it wins me over and i find myself in tears. let’s bump it up to a 4",True,0.034,0.678,0.289,0.9895
Vita & Virginia,3.5,"“you have as much of me as i have to give”
hypnotic, but still too inaccessible. still, i can’t fault it much because it’s so uniquely well made compared to most films in this sub genre. the score especially breathes life into every scene, and elizabeth and gemma bring some of their best performances to the table. this is either going to grow on me exponentially, or it’ll sour and drift away. only time will tell",True,0.042,0.855,0.104,0.7444
The Farewell,4.5,"“stupid child!”
warm and familiar and completely worth driving out of state just to rewatch. the oscar campaign starts now, even if we all have to sit on the sidewalk with cows like david lynch",True,0.0,0.823,0.177,0.7082
It,4.0,"“tasty, tasty, beautiful fear”
recently i’ve been thinking a lot about how horror movies are usually either truly scary or truly well made, and so rarely both. this is the rare occasion for me when i feel it fits into both categories naturally, churning out terrifying sequences but also giving me something interesting to look at and chew over. a coming of age horror movie, and a mainstream remake (or adaptation) at that, how surprised i initially was to find that this was as enjoyable as it was uneasy to watch. it definitely held up after a few years, and i can only hope that the second chapter clicks as well (let’s go chastain let’s GO)",True,0.104,0.685,0.211,0.9267
Teen Spirit,4.5,"“a lot of people like to sing. you can sing”
was fully anticipating feeling mildly apathetic about this, but then they opened the movie with genesis by grimes and i was a fool by tegan and sara. back to back. this COMPLETELY won me over, from the saturated colors to the killer soundtrack. the right balance of hazy neon and introspective moments of quiet. i could feel the flaws under the surface, a little clumsy here and there, and cliche as well, but none of that phased me at all. and i do seem to enjoy the hell out of elle fanning no matter what kind of role she’s in
all in all, this was an absolute blast and hit just right: a vox lux reality show that’s much more digestible, or a really artful disney channel original movie. and i mean that in the most complimentary way possible",True,0.118,0.75,0.132,0.3626
My Days of Mercy,2.0,this wasn’t great but also i didn’t expect it to be. sometimes i just gotta watch one good movie kiss and i’ll be alright,True,0.0,0.613,0.387,0.9118
The Farewell,4.5,"“isn’t it wrong to lie?”
family is so simplistically complex: grief, joy and despair are often all mixed together. this was so rhythmically calming, and i can’t remember the last time i’ve heard an audience burst into laughter and then stop on a dime to reflect. this is skillfully made and every performance deserves recognition, but as i wrap up my review i’m gonna leave you with three words: awkwafina academy award",True,0.106,0.758,0.135,0.6605
The Last Black Man in San Francisco,4.5,"“you don’t get to hate it unless you love it”
stylistically new but also so familiar, like a long forgotten classic lost in the pages of history. every shot is a breath of fresh air, it almost feels like the first real film i’ve seen all year. i’m stunned",True,0.148,0.658,0.193,0.5859
Crawl,3.5,"effy stonem swimming away from alligators during a hurricane did more for me than midsommar... life is full of surprises, truly",True,0.0,0.798,0.202,0.5859
Gone Girl,5.0,the act of “gone girling” should be legal in all 50 states and i would say that in a court of law,True,0.0,0.933,0.067,0.128
Spider-Man: Homecoming,3.5,"i waited the whole movie for left hand free to play before my friend reminded me that it played during a scene in civil war, not homecoming. honk honk 🤡",True,0.09,0.576,0.334,0.8625
