name,user rating,user review,is_valid,negative,neutral,positive,compound,clean_title_x,matched_title,imdb_id,title,original_title,clean_title_y,genres,plot,directors,writers,actors,companies
Charlie’s Angels,4.5,NO! 😭 the chad was Great 😁,TRUE,0.151,0.488,0.361,0.6476,charlie s angels,charlie s angels,tt0160127,Charlie's Angels,Charlie's Angels,charlie s angels,"Action, Adventure, Comedy, Crime, Thriller","Three private investigators are assigned to track down a kidnapped software engineer, but the case isn't as straightforward as it seems.",,,,
Charlie’s Angels,4.5,NO! 😭 the chad was Great 😁,TRUE,0.151,0.488,0.361,0.6476,charlie s angels,charlie s angels,tt5033998,Charlie's Angels,Charlie's Angels,charlie s angels,"Action, Adventure, Comedy","When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.",,,,
Trick ’r Treat,5,yeah... anna paquin has an oscar,TRUE,0,0.694,0.306,0.296,trick r treat,trick r treat,tt0862856,Trick 'r Treat,Trick 'r Treat,trick r treat,"Comedy, Horror","Five Halloween stories: A principal has a secret life, a virgin is looking for her first time, a group of kids pull a prank, a woman who loathes Halloween does not respect the rules and a mean old man meets a demonic trick-or-treater.",,,,
Insidious,5,insidious talking about the conjuring: she’s a cute girl! you know.. cute next to gorgeous... gorgeous is gonna you know... devour cute!,TRUE,0,0.492,0.508,0.9558,insidious,insidious,tt1225292,Insidious,Insidious,insidious,"Drama, Mystery, Romance, Thriller","Times are tough for talented, twenty-one year old filmmaker, Donny Rocconi. He grew up in New York City, a place where either you learn fast, or lose everything. Estranged from his mother, and never knowing his dead father, Donny sets out to collect on debts owed, and is dragged deep into a seductive ambush that turns his world upside down. Donny reaches out for help from a ""connected"" Mulberry Street café owner, Gigetto, who has more problems than just the Russian mob. Insidious is a compelling and riveting story of desperation and betrayal, as Donny faces a fight for truth, love, and life itself. Insidious has a strong ensemble of New York City acting talent, and their multiple adult story lines are centered in their emotional and financial relationships.",,,,
Insidious,5,insidious talking about the conjuring: she’s a cute girl! you know.. cute next to gorgeous... gorgeous is gonna you know... devour cute!,TRUE,0,0.492,0.508,0.9558,insidious,insidious,tt1591095,Insidious,Insidious,insidious,"Horror, Mystery, Thriller",A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.,,,,
Halloweentown,4,their mom is literally a whole witch and was like “please god let my children grow up to be accountants” 😭 why would you wish that mundanity on them woman,TRUE,0.14,0.677,0.183,0.1779,halloweentown,,,,,,,,,,,
Disturbing Behavior,5,this is one of the best shitty teen movies of all time and i’m raising my rating to 5 stars,TRUE,0.14,0.698,0.163,0.1531,disturbing behavior,disturbing behavior,tt0134619,Disturbing Behavior,Disturbing Behavior,disturbing behavior,"Horror, Mystery, Sci-Fi, Thriller","The new kid in Cradle Bay, Washington stumbles across something sinister about the town's method of transforming its unruly teens into upstanding citizens.",,,,
Circle,4,unfortunately perfect election season viewing,TRUE,0.264,0.33,0.407,0.3182,circle,circle,tt27746058,Circle,Circle,circle,Mystery,"The letters ""Circle of Death,"" ""Circle of Love,"" and ""Circle of Fate"" are inscribed on the camera lens, creating curiosity. It indicates the involvement of love and destiny amidst the conflicts in the path of love.",,,,
Circle,4,unfortunately perfect election season viewing,TRUE,0.264,0.33,0.407,0.3182,circle,circle,tt2607634,Circle,Circle,circle,Action,A father's fear for his daughter's life puts him in the middle of interconnected crime organizations and a series of bizarre events centered around a poker game.,,,,
Circle,4,unfortunately perfect election season viewing,TRUE,0.264,0.33,0.407,0.3182,circle,circle,tt11833800,Circle,Circle,circle,"Drama, Horror, Thriller",A woman reconnects with figures from her past in Central Park in an attempt to save her granddaughter's life.,,,,
Circle,4,unfortunately perfect election season viewing,TRUE,0.264,0.33,0.407,0.3182,circle,circle,tt7993876,Circle,Circle,circle,Drama,,,,,
Circle,4,unfortunately perfect election season viewing,TRUE,0.264,0.33,0.407,0.3182,circle,circle,tt4539430,Circle,Circle,circle,Thriller,A psychological thriller about a young man with OCD who witnesses a murder from the balcony of his new Los Angeles apartment.,,,,
Circle,4,unfortunately perfect election season viewing,TRUE,0.264,0.33,0.407,0.3182,circle,circle,tt3142140,Circle,Circle,circle,Drama,Written and produced for the stage in 2004. Adapted for film in 2013.,,,,
Circle,4,unfortunately perfect election season viewing,TRUE,0.264,0.33,0.407,0.3182,circle,circle,tt5144638,Circle,Circle,circle,"Documentary, Family","The Togni's family is the oldest family of Circus in Italy and one of the oldest dynasties in Europe still active today. Circle is an intimate portrait of this unique Circus family, enriched by sixty years of extraordinary footage entirely filmed by the family itself. These home movies, filmed on Super8, VHS, Hi8 and MiniDv, will intercut the present narration creating flashbacks with historical and evocative value.",,,,
Circle,4,unfortunately perfect election season viewing,TRUE,0.264,0.33,0.407,0.3182,circle,circle,tt13609768,Circle,Circle,circle,Thriller,,,,,
Circle,4,unfortunately perfect election season viewing,TRUE,0.264,0.33,0.407,0.3182,circle,circle,tt4847980,Circle,Circle,circle,Drama,The love a man has for his child and the circle of violence in urban communities.,,,,
Circle,4,unfortunately perfect election season viewing,TRUE,0.264,0.33,0.407,0.3182,circle,circle,tt1129412,Circle,Circle,circle,"Horror, Thriller","Eighteen years after a mass murder, John Bennett escapes captivity, and returns to his childhood house, where a group of unsuspecting college psychology majors are studying his psyche by staying in the house for a few nights.",,,,
Circle,4,unfortunately perfect election season viewing,TRUE,0.264,0.33,0.407,0.3182,circle,circle,tt3118452,Circle,Circle,circle,"Drama, Horror, Mystery, Sci-Fi, Thriller","Held captive and faced with their imminent executions, fifty strangers are forced to choose the one person among them who deserves to live.",,,,
Circle,4,unfortunately perfect election season viewing,TRUE,0.264,0.33,0.407,0.3182,circle,circle,tt10690358,Circle,Circle,circle,Drama,A man is on a journey to discover himself as an artist.,,,,
Hocus Pocus,5,farewell mortal bus boy 👋,TRUE,0,0.61,0.39,0.4939,hocus pocus,hocus pocus,tt0107120,Hocus Pocus,Hocus Pocus,hocus pocus,"Comedy, Family, Fantasy","A teenage boy named Max and his little sister move to Salem, where he struggles to fit in before awakening a trio of diabolical witches that were executed in the 17th century.",,,,
Sleepaway Camp,3,angela is like that’s me 🙋🏻‍♀️ i don’t have shit to say to anyone lol,TRUE,0.12,0.598,0.282,0.5994,sleepaway camp,sleepaway camp,tt3317252,Sleepaway Camp,Sleepaway Camp,sleepaway camp,Horror,,,,,
Sleepaway Camp,3,angela is like that’s me 🙋🏻‍♀️ i don’t have shit to say to anyone lol,TRUE,0.12,0.598,0.282,0.5994,sleepaway camp,sleepaway camp,tt0086320,Sleepaway Camp,Sleepaway Camp,sleepaway camp,Horror,Bunks and showers are a mad stabber's beat at a summer camp strictly for teens.,,,,
Sleepaway Camp,3,angela is like that’s me 🙋🏻‍♀️ i don’t have shit to say to anyone lol,TRUE,0.12,0.598,0.282,0.5994,sleepaway camp,sleepaway camp,tt7050208,Sleepaway Camp,Sleepaway Camp,sleepaway camp,Horror,,,,,
Imagine Me & You,4,stumbling upon this for the first time as a teenager was like oh? and then revisiting it a few years later was like ...OH,TRUE,0,0.815,0.185,0.6124,imagine me you,imagine me you,tt0421994,Imagine Me & You,Imagine Me & You,imagine me you,"Comedy, Drama, Romance","A newlywed bride becomes infatuated with another woman who questions her sexual orientation, promoting a stir among the bride's family and friends.",,,,
The Hole,3.5,"yes it’s true, i have a new submission to the She Did That hall of fame",TRUE,0,0.607,0.393,0.8126,the hole,the hole,tt27477734,The Hole,The Hole,the hole,Thriller,"Bedridden after a tragic accident, a professor is cared for by his mother-in-law, who uncovers disturbing secrets about his marriage and past, jeopardizing his recovery.",,,,
The Hole,3.5,"yes it’s true, i have a new submission to the She Did That hall of fame",TRUE,0,0.607,0.393,0.8126,the hole,the hole,tt1085779,The Hole,The Hole,the hole,"Fantasy, Thriller",A pair of brothers stumble upon a mysterious hole in their basement that leads to the darkest corridors of their fears and nightmares.,,,,
The Hole,3.5,"yes it’s true, i have a new submission to the She Did That hall of fame",TRUE,0,0.607,0.393,0.8126,the hole,the hole,tt34548453,The Hole,The Hole,the hole,"Horror, Mystery, Thriller","A police officer's journey into darkness as he investigates a series of brutal murders targeting village officials. As he delves deeper, he uncovers sinister secrets about the victims that put him and his loved ones at risk.",,,,
The Hole,3.5,"yes it’s true, i have a new submission to the She Did That hall of fame",TRUE,0,0.607,0.393,0.8126,the hole,the hole,tt0242527,The Hole,The Hole,the hole,"Drama, Mystery, Thriller","Four teenagers discover an underground fallout shelter thanks to a friend, who agrees to have them hide there with the door locked for a few days to escape a school trip. Yet, time passes, and their friend doesn't come back to get them.",,,,
Wildland,4,"AFI 2020: film #16
“but for some people things go wrong before they even begin”
finished the fest with less films than planned but glad to be ending on this, bleak as it is. a subtle examination of complex family dynamics, the loyalty we’re born with even when it’s not familiar, even when it’s wrong. i was always invested in it here, the push and pull of the family business intertwined with their personal lives and driving their every move, both the good and the bad. by the final scene it’s a clear portrait of devotion in the blood and how sometimes you can’t buy (or cut ties with) a bond that strong",TRUE,0.095,0.715,0.19,0.9382,wildland,wildlands,tt6523328,Wildlands,Wildlands,wildlands,Documentary,"Rusty Young, author of the best-selling novel Marching Powder, returns to Bolivia to uncover the brutal realities of the international cocaine trade.",,,,
Borat Subsequent Moviefilm,2.5,"when laura dern facetimes into the academy awards livestream on april 25th, removing her mask to tenderly announce 'and the oscar goes to... jeanise jones in borat 2'",TRUE,0,0.818,0.182,0.7003,borat subsequent moviefilm,,,,,,,,,,,
Apples,3.5,"AFI 2020: film #14
“a lot of people have forgotten”
i thought i was ready for whatever this threw at me, but somehow wasn’t expecting a subtle character study. it feels like a yorgos, but with a much lighter touch, more reminiscent of alps than anything else. i was fully engaged with it all, but it still didn’t give me enough, ending as simply as it began. i dig this concept more than i love the outcome
(i do have to add that the titanic reference made me yelp because of how some of the dialogue is phrased: “i cried my eyes out the other day. have you seen this movie?”)",TRUE,0.027,0.851,0.122,0.915,apples,apples,tt1894614,Apples,Apples,apples,,,,,,
Apples,3.5,"AFI 2020: film #14
“a lot of people have forgotten”
i thought i was ready for whatever this threw at me, but somehow wasn’t expecting a subtle character study. it feels like a yorgos, but with a much lighter touch, more reminiscent of alps than anything else. i was fully engaged with it all, but it still didn’t give me enough, ending as simply as it began. i dig this concept more than i love the outcome
(i do have to add that the titanic reference made me yelp because of how some of the dialogue is phrased: “i cried my eyes out the other day. have you seen this movie?”)",TRUE,0.027,0.851,0.122,0.915,apples,apples,tt36176723,Apples,Apples,apples,"Animation, Adventure, Musical","When Ted Hadley runs away to America to see Venus, Charlotte, Alexandra, Princess Lilly and Faith must band together to find him.",,,,
Apples,3.5,"AFI 2020: film #14
“a lot of people have forgotten”
i thought i was ready for whatever this threw at me, but somehow wasn’t expecting a subtle character study. it feels like a yorgos, but with a much lighter touch, more reminiscent of alps than anything else. i was fully engaged with it all, but it still didn’t give me enough, ending as simply as it began. i dig this concept more than i love the outcome
(i do have to add that the titanic reference made me yelp because of how some of the dialogue is phrased: “i cried my eyes out the other day. have you seen this movie?”)",TRUE,0.027,0.851,0.122,0.915,apples,apples,tt9651946,Apples,Apples,apples,Drama,,,,,
Fireball: Visitors from Darker Worlds,3,"AFI 2020: film #13
“so, yeah. we’re all stardust”
thought provoking and miraculous, though a little too slow for my taste in docs. one of the biggest takeaways is learning just how much werner herzog loves the movie deep impact",TRUE,0.04,0.828,0.132,0.6249,fireball visitors from darker worlds,fireball visitors from darker worlds,tt9203832,Fireball: Visitors from Darker Worlds,Fireball: Visitors from Darker Worlds,fireball visitors from darker worlds,Documentary,A documentary from Werner Herzog about meteors and comets and their influence on ancient religions and other cultural and physical impacts they've had on Earth.,,,,
Wolfwalkers,4,"AFI 2020: film #10
“there’s two of us now”
absolutely delightful. some of the plot points can easily be guessed just like most family films, but the animation is gorgeous and the loving warmth radiates off every frame like the sun",TRUE,0,0.585,0.415,0.9753,wolfwalkers,wolfwalkers,tt5198068,Wolfwalkers,WolfWalkers,wolfwalkers,"Animation, Action, Adventure, Drama, Family, Fantasy, Thriller",A young apprentice hunter and her father journey to Ireland to help wipe out the last wolf pack. But everything changes when she befriends a free-spirited girl from a mysterious tribe rumored to transform into wolves by night.,,,,
Sleep,2.5,"CIFF 2020: film #2
“you know when you wake up and your dream is still there?”
i was very on board with this for about the first half, and then it kinda stalls out. with more clarity i might have liked it a lot more, but i get what it was going for",TRUE,0,0.903,0.097,0.5262,sleep,sleep,tt2828546,Sleep,Sleep,sleep,Drama,"""Sleep"" by Juha Lilja is an avant-garde exploration of cohabitation through an eight-hour dreamlike journey, challenging traditional perceptions of time and space.",,,,
Sleep,2.5,"CIFF 2020: film #2
“you know when you wake up and your dream is still there?”
i was very on board with this for about the first half, and then it kinda stalls out. with more clarity i might have liked it a lot more, but i get what it was going for",TRUE,0,0.903,0.097,0.5262,sleep,sleep,tt3845068,Sleep,Sleep,sleep,Horror,,,,,
Sleep,2.5,"CIFF 2020: film #2
“you know when you wake up and your dream is still there?”
i was very on board with this for about the first half, and then it kinda stalls out. with more clarity i might have liked it a lot more, but i get what it was going for",TRUE,0,0.903,0.097,0.5262,sleep,sleep,tt0359992,Sleep,Sleep,sleep,"Drama, Horror, Thriller","A poor graduate student signs on for a paid sleep-deprivation study to be conducted during his spring break. From his apartment and the nearly-deserted campus surrounding, he diligently attempts to fulfill the rituals of the study, but everyone he encounters begins to sense his deviation from normal life and withdraws. Alienation and paranoia set in, and as the crutches of his sanity fall away and as the sleepless days go on and on, he begins to fear what will",,,,
Sleep,2.5,"CIFF 2020: film #2
“you know when you wake up and your dream is still there?”
i was very on board with this for about the first half, and then it kinda stalls out. with more clarity i might have liked it a lot more, but i get what it was going for",TRUE,0,0.903,0.097,0.5262,sleep,sleep,tt30791133,Sleep,Sleep,sleep,Thriller,,,,,
Sleep,2.5,"CIFF 2020: film #2
“you know when you wake up and your dream is still there?”
i was very on board with this for about the first half, and then it kinda stalls out. with more clarity i might have liked it a lot more, but i get what it was going for",TRUE,0,0.903,0.097,0.5262,sleep,sleep,tt30766908,Sleep,Sleep,sleep,Drama,"A thought-provoking sequel to Juha Lilja's original avantgarde masterpiece explores the flip side of digital existence. In a more than 5-hour cinematic odyssey, Lilja stays 'awake,' immersed in the hypnotic glow of his mobile phone.",,,,
Sleep,2.5,"CIFF 2020: film #2
“you know when you wake up and your dream is still there?”
i was very on board with this for about the first half, and then it kinda stalls out. with more clarity i might have liked it a lot more, but i get what it was going for",TRUE,0,0.903,0.097,0.5262,sleep,sleep,tt3442994,Sleep,Sleep,sleep,Horror,,,,,
Sleep,2.5,"CIFF 2020: film #2
“you know when you wake up and your dream is still there?”
i was very on board with this for about the first half, and then it kinda stalls out. with more clarity i might have liked it a lot more, but i get what it was going for",TRUE,0,0.903,0.097,0.5262,sleep,sleep,tt8907058,Hivegod,Sleep,sleep,Comedy,After unlocking the secrets of the universe Ted accidentally kills every living organism in a science experiment. Now he's going back to prevent it.,,,,
Sleep,2.5,"CIFF 2020: film #2
“you know when you wake up and your dream is still there?”
i was very on board with this for about the first half, and then it kinda stalls out. with more clarity i might have liked it a lot more, but i get what it was going for",TRUE,0,0.903,0.097,0.5262,sleep,sleep,tt8993694,Sleep,Sleep,sleep,"Comedy, Horror, Thriller","A young man sleeps for a living, giving his surplus sleep to an unstable, violent TV executive, experiences a breakdown between his real life, his dreams and television as an actress from the small screen enters his real life.",,,,
Sleep,2.5,"CIFF 2020: film #2
“you know when you wake up and your dream is still there?”
i was very on board with this for about the first half, and then it kinda stalls out. with more clarity i might have liked it a lot more, but i get what it was going for",TRUE,0,0.903,0.097,0.5262,sleep,sleep,tt10524580,Sleep,Sleep,sleep,"Crime, Drama",,,,,
Sleep,2.5,"CIFF 2020: film #2
“you know when you wake up and your dream is still there?”
i was very on board with this for about the first half, and then it kinda stalls out. with more clarity i might have liked it a lot more, but i get what it was going for",TRUE,0,0.903,0.097,0.5262,sleep,sleep,tt0187513,Sleep,Sleep,sleep,Documentary,A man sleeps for five hours.,,,,
The Columnist,4,"CIFF 2020: film #1
“you know what? it isn’t hard to be kind”
oh this was FUN and probably the best portrayal of social media paranoia (and anger) that i’ve seen. i feel like i say this a lot now but i’m gonna say it again, this would have been a blast with a festival audience",TRUE,0.077,0.751,0.171,0.7973,the columnist,the the the,tt1543262,The the the,The the the,the the the,Adventure,,,,,
Shadow in the Cloud,0.5,"AFI 2020: film #9
“you have no idea how far i’ll go”
yeah just kidding i can’t actually review this hfkshfksh",TRUE,0.092,0.756,0.151,0.1027,shadow in the cloud,shadow in the cloud,tt9691136,Shadow in the Cloud,Shadow in the Cloud,shadow in the cloud,"Action, Horror, War",A female WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight.,,,,
There Is No Evil,4,"AFI 2020: film #8
“your power is in saying no”
had to wait for the right mood to attempt this, and that decision really paid off. every one of the four short stories here are told slowly, but fiercely. after the first reveal (a particularly brutal - but brilliant - choice of editing) i was hanging on every word. each tale has stronger storytelling than most feature films i encounter, and the themes that weave them together are chilling and universal",TRUE,0.078,0.829,0.093,0.3314,there is no evil,there there,tt19796976,There There,There There,there there,"Comedy, Romance","A lover's doubt in the cold light of morning leads a chain of uneasy intimacies--counselors, disruptors, peacemakers and fire-starters--every one looking to have a little faith rewarded.",,,,
There Is No Evil,4,"AFI 2020: film #8
“your power is in saying no”
had to wait for the right mood to attempt this, and that decision really paid off. every one of the four short stories here are told slowly, but fiercely. after the first reveal (a particularly brutal - but brilliant - choice of editing) i was hanging on every word. each tale has stronger storytelling than most feature films i encounter, and the themes that weave them together are chilling and universal",TRUE,0.078,0.829,0.093,0.3314,there is no evil,there there,tt28492655,"There, There","There, There",there there,Drama,"Ruth, a dementia-stricken elder, and Shannon, her young pregnant caregiver navigate life's challenges and find solace in each other.",,,,
There Is No Evil,4,"AFI 2020: film #8
“your power is in saying no”
had to wait for the right mood to attempt this, and that decision really paid off. every one of the four short stories here are told slowly, but fiercely. after the first reveal (a particularly brutal - but brilliant - choice of editing) i was hanging on every word. each tale has stronger storytelling than most feature films i encounter, and the themes that weave them together are chilling and universal",TRUE,0.078,0.829,0.093,0.3314,there is no evil,there there,tt32393629,There There,There There,there there,,"Two brothers, separated for 40 years, live unaware of each other until fate intervenes, forcing them to confront a long-hidden truth.",,,,
Jumbo,3.5,"AFI 2020: film #7
“he just makes me happy. that’s all”
a film about the brunette from portrait falling in love with a fun fair ride is the first of the fest to make me cry. beautifully shot and convincingly emotional, sometimes this runs a little off the rails but i stayed with it. and viewing it as a metaphor for homosexuality makes it even better",TRUE,0.043,0.724,0.233,0.9136,jumbo,jumbo,tt9551896,Jumbo,Jumbo,jumbo,Animation,"Jumbo, the town elephant, along with his best pals, Tiny and Weldon, Jumbo trains for the annual fair spelling bee contest!",,,,
Jumbo,3.5,"AFI 2020: film #7
“he just makes me happy. that’s all”
a film about the brunette from portrait falling in love with a fun fair ride is the first of the fest to make me cry. beautifully shot and convincingly emotional, sometimes this runs a little off the rails but i stayed with it. and viewing it as a metaphor for homosexuality makes it even better",TRUE,0.043,0.724,0.233,0.9136,jumbo,jumbo,tt6818118,Jumbo,Jumbo,jumbo,"Drama, Fantasy, Romance","Jeanne, a shy young woman, works in an amusement park. Fascinated with carousels, she still lives at home with her mother. That's when Jeanne meets Jumbo, the park's new flagship attraction.",,,,
Jumbo,3.5,"AFI 2020: film #7
“he just makes me happy. that’s all”
a film about the brunette from portrait falling in love with a fun fair ride is the first of the fest to make me cry. beautifully shot and convincingly emotional, sometimes this runs a little off the rails but i stayed with it. and viewing it as a metaphor for homosexuality makes it even better",TRUE,0.043,0.724,0.233,0.9136,jumbo,jumbo,tt27433995,Jumbo,Jumbo,jumbo,"Animation, Adventure, Comedy, Drama, Family, Fantasy","Don, a chubby boy bullied as ""Jumbo"", encounters Meri, a spirit seeking help to reunite with her troubled family's spirits. Their journey unfolds.",,,,
Jumbo,3.5,"AFI 2020: film #7
“he just makes me happy. that’s all”
a film about the brunette from portrait falling in love with a fun fair ride is the first of the fest to make me cry. beautifully shot and convincingly emotional, sometimes this runs a little off the rails but i stayed with it. and viewing it as a metaphor for homosexuality makes it even better",TRUE,0.043,0.724,0.233,0.9136,jumbo,jumbo,tt30397483,Jumbo,Jumbo,jumbo,"Animation, Family",Since childhood Jumbo (Jaidev) is taunted by other Elephants about his father being a coward. Jumbo decides leaves his house to find his father who was a war Elephant. But on the way he is captured by raiding party but escapes with help of prince. Years later in a village where Elephants and Humans live together villagers rebel against a tax collector and defeat him. The king of Elephants then calls the other Elephants to his palace where Jumbo's mother Devi recognizes him. The king also notices Jumbo from his childhood and keeps him as his personal war Elephant. Jumbo during a war comes across a giant and evil Elephant Bhaktawar and finds he was also responsible for his fathers death and wants to seeks revenge.,,,,
Sound of Metal,4.5,"AFI 2020: film #5
'today is not a good day”
one of the most devastating parts of life is not being able to get back to a happiness you once had, especially if it involves people you love. feeling that joy slipping through your fingers, time cannot rewind and only moves forward, and without your consent. relentlessly, painfully. adapt or die. this is a crushing look at that fight against time and change, but it's also hopeful, and eventually peaceful. the sound design was incredible and the hardcoded subtitles were such a smart move. one of the most essential and fitting movies of 2020",TRUE,0.112,0.721,0.167,0.8695,sound of metal,sound of metal,tt5363618,Sound of Metal,Sound of Metal,sound of metal,"Drama, Music","During a series of adrenaline-fueled gigs, itinerant punk-metal drummer Ruben begins to experience hearing loss. When a specialist tells him his condition will rapidly worsen, he thinks his music career - and with it his life - is over.",,,,
76 Days,3.5,"AFI 2020: film #4
“let’s not panic, ok?”
perhaps too potent a viewing in 2020, but expertly made and often so emotional. the bare essence of this is people taking care of people, and that sole theme makes this feel almost comforting despite all the trauma",TRUE,0,0.733,0.267,0.9317,76 days,76 days,tt8849102,76 Days Adrift,76 Days,76 days,"Documentary, Adventure, Biography, Drama","Steven Callahan gives a gripping first-hand account of his NYT bestselling novel ""Adrift: 76 Days Lost At Sea."" On the eve of February 4, 1982, in the middle of the night there was a loud boom as a whale collided with Steven's boat. Within minutes, his small craft was flooded with a rush of water. He grabbed what he could, heaved his life raft into the ocean, and snatched his emergency kit. Without food or water, for an incredible 76 days the inflatable raft was his home as he drifted across the entire Atlantic Ocean. Forced to come to terms with his own shortcomings and limitations, Steven finds a strength he never knew he had. This official documentary, executive produced by Callahan, brings the story to life with found 8MM footage, original stills of the time of the voyage, and first-person recreation. Still possessing many of the original artifacts, he takes us step-by-step through his harrowing and life-altering adventure.",,,,
76 Days,3.5,"AFI 2020: film #4
“let’s not panic, ok?”
perhaps too potent a viewing in 2020, but expertly made and often so emotional. the bare essence of this is people taking care of people, and that sole theme makes this feel almost comforting despite all the trauma",TRUE,0,0.733,0.267,0.9317,76 days,76 days,tt12801326,76 Days,76 Days,76 days,"Documentary, Drama","Raw and intimate, this documentary captures the struggles of patients and frontline medical professionals battling the COVID-19 pandemic in Wuhan.",,,,
Whirlybird,4,"AFI 2020: film #2
“people are voyeurs. they are fascinated with violence”
both a large scale whirlwind action piece about breaking news coverage in LA, and an intimate look at family, identity and even abuse. this finds an interesting balance between the worlds and blends them together seamlessly, but the outcome might be a little darker than i anticipated",TRUE,0.042,0.896,0.062,0.0772,whirlybird,whirlybird,tt6128108,Whirlybird,Whirlybird,whirlybird,Documentary,"Soaring above the chaotic spectacle of '80s and '90s Los Angeles, a young couple revolutionized breaking news with their brazen helicopter reporting.",,,,
Black Mirror: San Junipero,,i was just about to start bly manor but then decided to exercise some self care instead ❤️,TRUE,0,0.807,0.193,0.6486,black mirror san junipero,,,,,,,,,,,
The Haunting of Hill House,,"my very scientific ranking of the siblings:
1. theo: such a baddie with her little gloves. yes queen. ★★★★★ stars
2. nell: has done nothing wrong ever in her life. ★★★★½ stars
3. luke: baby. the glasses! ★★★★ stars
4. shirley: i wouldn’t take the blood money either girl. ★★★★ stars 
5. steve: crain. ★ star",TRUE,0,0.911,0.089,0.6449,the haunting of hill house,the haunting of hell house,tt0193971,The Haunting of Hell House,The Haunting of Hell House,the haunting of hell house,"Horror, Thriller","A mysterious, morbid professor who has suffered a number of horrid events in his life tries to help a young troubled man, whose girl friend was killed during an illegal abortion.",,,,
Stick It,4.5,holds the bronze 🥉 metal in my Movies That Made Me Gay list,TRUE,0,0.819,0.181,0.4767,stick it,stick it,tt0430634,Stick It,Stick It,stick it,"Comedy, Drama, Sport","After a run-in with the law, Haley is forced to return to the world from which she fled years ago. Enrolled in an elite gymnastics program run by the legendary Burt Vickerman, Haley's rebellious attitude slowly gives way to a team spirit.",,,,
World of Tomorrow Episode Three: The Absent Destinations of David Prime,5,“perhaps there is still hope somewhere in the ocean of time for david and emily”,TRUE,0,0.828,0.172,0.4404,world of tomorrow episode three the absent destinations of david prime,,,,,,,,,,,
Minari,4.5,"“i’ll take care of us”
the 2020 film version of the 🥺 emoji. this is so special",TRUE,0,0.705,0.295,0.7712,minari,minari,tt10633456,Minari,Minari,minari,Drama,"A Korean American family moves to an Arkansas farm in search of its own American dream. Amidst the challenges of new life in the strange and rugged Ozarks, they discover the undeniable resilience of family and what really makes a home.",,,,
Undine,4.5,"NYFF 2020: film #24
“maybe my heart did skip a beat, but then it started beating again under your hand”
every christian petzold i’ve seen has an otherworldly tension, and this is no exception. but this is a love story before anything else, and it shimmers with beauty and tragedy. i’ve been thinking about transit since the day i saw it and i can feel this already growing on me as well",TRUE,0.163,0.648,0.188,0.3506,undine,undine,tt11617052,Undine,Undine,undine,"Drama, Fantasy, Mystery, Romance, Thriller","Undine works as a historian lecturing on Berlin's urban development. But when the man she loves leaves her, the ancient myth catches up with her. Undine has to kill the man who betrays her and return to the water.",,,,
Undine,4.5,"NYFF 2020: film #24
“maybe my heart did skip a beat, but then it started beating again under your hand”
every christian petzold i’ve seen has an otherworldly tension, and this is no exception. but this is a love story before anything else, and it shimmers with beauty and tragedy. i’ve been thinking about transit since the day i saw it and i can feel this already growing on me as well",TRUE,0.163,0.648,0.188,0.3506,undine,undine,tt0007499,Undine,Undine,undine,"Drama, Fantasy","The story begins in the realm of Queen Unda, mistress of the under-seas, surrounded by her nymphs, sylphs and mermaids, who disport themselves on the sands and in the waters of the deep. Berthelda, daughter of a fisherman and his devoted wife, has been stolen by the mermaids one day when the child is playing on the sands. Queen Unda rules that little Berthelda shall be left to roam in the Enchanted Forest, because her parents have taken fishes from the ocean, greatly to the annoyance of Unda and Neptune. Undine's mother has committed sin with a mortal and to atone for this her little baby, Undine, is taken to the shore near the fisherman's cottage, to be discovered by the fisherman and his wife. It is Undine's mission on earth to marry a mortal, and thus atone for the sins committed by her mother in loving a handsome young huntsman, whose untimely death likewise robs Undine's mother of her own life. Undine is welcomed by the fisherman and his wife, who consider she has been sent by the gods to take the place of their little Berthelda. Fifteen years pass. Berthelda has been adopted by the Duke and Duchess and among those who pay her court at the Castle is Huldbrand, the bravest of knights. To test his love, Berthelda sends Huldbrand into the Enchanted Forest and bids him return with proof that he had explored its wonders. Coming to the fisherman's cottage, Huldbrand meets Undine, immediately falls in love with her and they are married by a shipwrecked priest, whom Undine has rescued from the sea. Going with his bride to the Castle, there is great rejoicing. At the celebration in honor of Huldbrand's marriage there appears a messenger from Queen Unda who tells Undine her earthly mission is fulfilled and she returns to the waters under the sea. Huldbrand is reconciled to Lady Berthelda and the story ends.",,,,
Undine,4.5,"NYFF 2020: film #24
“maybe my heart did skip a beat, but then it started beating again under your hand”
every christian petzold i’ve seen has an otherworldly tension, and this is no exception. but this is a love story before anything else, and it shimmers with beauty and tragedy. i’ve been thinking about transit since the day i saw it and i can feel this already growing on me as well",TRUE,0.163,0.648,0.188,0.3506,undine,undine,tt29303850,Undine,Undine,undine,Documentary,,,,,
